Campaign,Ad Group,Keyword,Match Type,Final URL,Notes
OC | Fire Features — Geo,County / Region,fire and water features Orange County,Phrase,https://fire-bowls.vercel.app/,Catch-all for county-level phrasing
OC | Fire Features — Geo,County / Region,outdoor fire features Orange County,Phrase,https://fire-bowls.vercel.app/,Catch-all for county-level phrasing
OC | Fire Features — Geo,County / Region,fire bowls Orange County,Phrase,https://fire-bowls.vercel.app/,Catch-all for county-level phrasing
OC | Fire Features — Geo,County / Region,pool fire bowls OC,Phrase,https://fire-bowls.vercel.app/,Catch-all for county-level phrasing
OC | Fire Features — Geo,County / Region,fire and water features OC,Phrase,https://fire-bowls.vercel.app/,Catch-all for county-level phrasing
OC | Fire Features — Geo,County / Region,outdoor fire features OC,Phrase,https://fire-bowls.vercel.app/,Catch-all for county-level phrasing
OC | Fire Features — Geo,County / Region,fire bowls OC,Phrase,https://fire-bowls.vercel.app/,Catch-all for county-level phrasing
OC | Fire Features — Geo,County / Region,pool fire bowls Southern California,Phrase,https://fire-bowls.vercel.app/,Catch-all for county-level phrasing
OC | Fire Features — Geo,County / Region,fire and water features Southern California,Phrase,https://fire-bowls.vercel.app/,Catch-all for county-level phrasing
OC | Fire Features — Geo,County / Region,outdoor fire features Southern California,Phrase,https://fire-bowls.vercel.app/,Catch-all for county-level phrasing
OC | Fire Features — Geo,County / Region,fire bowls Southern California,Phrase,https://fire-bowls.vercel.app/,Catch-all for county-level phrasing
OC | Fire Features — Trade & Local,Pool Pro Supply,fire bowl supplier,Phrase,https://fire-bowls.vercel.app/,"Pool builders, landscape contractors, designers"
OC | Fire Features — Trade & Local,Pool Pro Supply,pool fire bowl supplier,Phrase,https://fire-bowls.vercel.app/,"Pool builders, landscape contractors, designers"
OC | Fire Features — Trade & Local,Pool Pro Supply,fire feature supplier,Phrase,https://fire-bowls.vercel.app/,"Pool builders, landscape contractors, designers"
OC | Fire Features — Trade & Local,Pool Pro Supply,wholesale fire bowls,Phrase,https://fire-bowls.vercel.app/,"Pool builders, landscape contractors, designers"
OC | Fire Features — Trade & Local,Pool Pro Supply,fire bowls trade pricing,Phrase,https://fire-bowls.vercel.app/,"Pool builders, landscape contractors, designers"
OC | Fire Features — Trade & Local,Pool Pro Supply,fire feature distributor,Phrase,https://fire-bowls.vercel.app/,"Pool builders, landscape contractors, designers"
OC | Fire Features — Trade & Local,Pool Pro Supply,pool builder fire bowl supplier,Phrase,https://fire-bowls.vercel.app/,"Pool builders, landscape contractors, designers"
OC | Fire Features — Trade & Local,Pool Pro Supply,fire bowls for pool builders,Phrase,https://fire-bowls.vercel.app/,"Pool builders, landscape contractors, designers"
OC | Fire Features — Trade & Local,Pool Pro Supply,bulk fire bowls,Phrase,https://fire-bowls.vercel.app/,"Pool builders, landscape contractors, designers"
OC | Fire Features — Trade & Local,Showroom / Local,fire bowl showroom,Phrase,https://fire-bowls.vercel.app/,"Pool builders, landscape contractors, designers"
OC | Fire Features — Trade & Local,Showroom / Local,outdoor living showroom,Phrase,https://fire-bowls.vercel.app/,"Pool builders, landscape contractors, designers"
OC | Fire Features — Trade & Local,Showroom / Local,fire feature showroom near me,Phrase,https://fire-bowls.vercel.app/,"Pool builders, landscape contractors, designers"
OC | Fire Features — Trade & Local,Showroom / Local,fire bowls near me,Phrase,https://fire-bowls.vercel.app/,"Pool builders, landscape contractors, designers"
OC | Fire Features — Trade & Local,Showroom / Local,pool fire bowls near me,Phrase,https://fire-bowls.vercel.app/,"Pool builders, landscape contractors, designers"
OC | Fire Features — Trade & Local,Showroom / Local,fire and water bowls near me,Phrase,https://fire-bowls.vercel.app/,"Pool builders, landscape contractors, designers"
OC | Fire Features — Brand & Product,Brand — The Outdoor Plus,the outdoor plus fire bowls,Phrase,https://fire-bowls.vercel.app/,Brands BellaFina stocks / pool pros spec by name
OC | Fire Features — Brand & Product,Brand — The Outdoor Plus,the outdoor plus cazo fire bowl,Phrase,https://fire-bowls.vercel.app/,Brands BellaFina stocks / pool pros spec by name
OC | Fire Features — Brand & Product,Brand — The Outdoor Plus,outdoor plus fire and water bowl,Phrase,https://fire-bowls.vercel.app/,Brands BellaFina stocks / pool pros spec by name
OC | Fire Features — Brand & Product,Brand — The Outdoor Plus,cazo fire bowl,Phrase,https://fire-bowls.vercel.app/,Brands BellaFina stocks / pool pros spec by name
OC | Fire Features — Brand & Product,Brand — Grand Effects / Bobe,grand effects fire bowls,Phrase,https://fire-bowls.vercel.app/,Brands BellaFina stocks / pool pros spec by name
OC | Fire Features — Brand & Product,Brand — Grand Effects / Bobe,bobe fire bowls,Phrase,https://fire-bowls.vercel.app/,Brands BellaFina stocks / pool pros spec by name
OC | Fire Features — Brand & Product,Brand — Grand Effects / Bobe,bobe water and fire bowls,Phrase,https://fire-bowls.vercel.app/,Brands BellaFina stocks / pool pros spec by name
OC | Fire Features — Brand & Product,Brand — Grand Effects / Bobe,grand effects water and fire bowl,Phrase,https://fire-bowls.vercel.app/,Brands BellaFina stocks / pool pros spec by name
OC | Fire Features — Brand & Product,Brand — HPC Fire,hpc fire bowls,Phrase,https://fire-bowls.vercel.app/,Brands BellaFina stocks / pool pros spec by name
OC | Fire Features — Brand & Product,Brand — HPC Fire,hpc h2onfire bowl,Phrase,https://fire-bowls.vercel.app/,Brands BellaFina stocks / pool pros spec by name
OC | Fire Features — Brand & Product,Brand — HPC Fire,hpc fire and water bowl,Phrase,https://fire-bowls.vercel.app/,Brands BellaFina stocks / pool pros spec by name
OC | Fire Features — Brand & Product,Brand — American Fyre / Slick Rock,american fyre designs fire bowl,Phrase,https://fire-bowls.vercel.app/,Brands BellaFina stocks / pool pros spec by name
OC | Fire Features — Brand & Product,Brand — American Fyre / Slick Rock,slick rock fire bowl,Phrase,https://fire-bowls.vercel.app/,Brands BellaFina stocks / pool pros spec by name
OC | Fire Features — Brand & Product,Brand — American Fyre / Slick Rock,slick rock oasis fire and water bowl,Phrase,https://fire-bowls.vercel.app/,Brands BellaFina stocks / pool pros spec by name
